,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Car_Age,Company_Name,Model_Name
176,Hyundai Grand,Jaipur,2015,14000,Petrol,Manual,First,Black/Silver,5,4,4.6,18.9,kmpl,1197,CC,82,bhp,10,Hyundai,Grand
177,BMW 3,Mumbai,2013,25000,Diesel,Automatic,First,Black/Silver,5,4,17.99,22.69,kmpl,1995,CC,190,bhp,12,BMW,3
178,Nissan Micra,Pune,2011,72000,Diesel,Manual,First,Black/Silver,5,4,2.3,23.08,kmpl,1461,CC,63.1,bhp,14,Nissan,Micra
179,Toyota Etios,Pune,2011,37000,Petrol,Manual,First,Black/Silver,5,4,2.8,17.6,kmpl,1496,CC,88.73,bhp,14,Toyota,Etios
180,Maruti Wagon,Coimbatore,2008,53934,Petrol,Manual,Second,Black/Silver,5,4,2.69,18.9,kmpl,998,CC,67.1,bhp,17,Maruti,Wagon
181,Mahindra Scorpio,Mumbai,2010,76477,Diesel,Manual,First,White,8,5,4.25,10.5,kmpl,2179,CC,120,bhp,15,Mahindra,Scorpio
182,Maruti Ertiga,Kolkata,2014,47052,Diesel,Manual,First,White,7,5,5.99,20.77,kmpl,1248,CC,88.76,bhp,11,Maruti,Ertiga
183,Hyundai i10,Bangalore,2010,69000,Petrol,Manual,First,Others,5,4,2.9,20.36,kmpl,1197,CC,78.9,bhp,15,Hyundai,i10
184,Audi A4,Pune,2013,87000,Diesel,Automatic,First,White,5,4,15.5,17.11,kmpl,1968,CC,174.33,bhp,12,Audi,A4
185,Volkswagen Jetta,Chennai,2009,100970,Diesel,Automatic,First,Others,5,4,4,15.5,kmpl,1896,CC,105,bhp,16,Volkswagen,Jetta
186,Hyundai i20,Coimbatore,2016,44238,Petrol,Manual,First,Others,5,4,6.72,18.6,kmpl,1197,CC,81.83,bhp,9,Hyundai,i20
187,Skoda Rapid,Kolkata,2015,45000,Diesel,Automatic,First,White,5,4,4.25,21.66,kmpl,1498,CC,103.52,bhp,10,Skoda,Rapid
188,Maruti Swift,Kolkata,2014,47000,Diesel,Manual,First,Black/Silver,5,4,3.9,22.9,kmpl,1248,CC,74,bhp,11,Maruti,Swift
189,Hyundai Grand,Mumbai,2015,20000,Petrol,Manual,First,White,5,4,3.85,18.9,kmpl,1197,CC,82,bhp,10,Hyundai,Grand
190,Toyota Corolla,Kochi,2013,55101,Petrol,Automatic,First,Black/Silver,5,4,8.4,14.53,kmpl,1794,CC,138.1,bhp,12,Toyota,Corolla
191,Honda Brio,Chennai,2012,31500,Petrol,Automatic,First,White,5,4,4.15,16.5,kmpl,1198,CC,86.8,bhp,13,Honda,Brio
192,Honda City,Kolkata,2014,40000,Petrol,Manual,First,White,5,4,6.49,16.8,kmpl,1497,CC,116.3,bhp,11,Honda,City
193,Mercedes-Benz CLA,Kochi,2019,29836,Diesel,Automatic,First,White,5,4,25.75,17.9,kmpl,2143,CC,136,bhp,6,Mercedes-Benz,CLA
194,Honda City,Mumbai,2017,17000,Petrol,Automatic,First,White,5,4,11.6,18,kmpl,1497,CC,117.3,bhp,8,Honda,City
195,Honda Civic,Delhi,2011,62000,Petrol,Automatic,First,Black/Silver,5,4,3.75,12.9,kmpl,1799,CC,130,bhp,14,Honda,Civic
196,Hyundai Elantra,Bangalore,2014,46374,Petrol,Automatic,First,White,5,4,8.85,14.62,kmpl,1999,CC,149.92,bhp,11,Hyundai,Elantra
197,Hyundai Creta,Kochi,2019,8587,Petrol,Manual,First,White,5,4,13.56,15.29,kmpl,1591,CC,121.3,bhp,6,Hyundai,Creta
198,Ford Endeavour,Kochi,2011,68022,Diesel,Manual,First,Others,7,5,5.86,13.1,kmpl,2499,CC,141,bhp,14,Ford,Endeavour
199,Maruti Wagon,Kolkata,2016,4800,Petrol,Manual,First,Others,5,4,3.6,20.51,kmpl,998,CC,67.04,bhp,9,Maruti,Wagon
200,BMW 3,Hyderabad,2010,105000,Diesel,Automatic,Second,Others,5,4,11,13.2,kmpl,1995,CC,170,bhp,15,BMW,3
201,BMW 7,Bangalore,2017,17465,Petrol,Automatic,First,White,5,4,93,12.05,kmpl,2979,CC,320,bhp,8,BMW,7
202,Honda City,Mumbai,2006,44000,Petrol,Manual,First,White,5,4,1.55,17.7,kmpl,1497,CC,78,bhp,19,Honda,City
203,Mercedes-Benz E-Class,Mumbai,2011,47000,Diesel,Automatic,Second,Others,5,4,13.9,14.21,kmpl,2143,CC,203,bhp,14,Mercedes-Benz,E-Class
204,BMW X5,Chennai,2009,110000,Diesel,Automatic,First,White,5,4,18,11,kmpl,2993,CC,235,bhp,16,BMW,X5
205,Skoda Octavia,Hyderabad,2015,79000,Diesel,Automatic,First,Black/Silver,5,4,17,19.3,kmpl,1968,CC,141,bhp,10,Skoda,Octavia
206,Mercedes-Benz E-Class,Coimbatore,2015,73187,Diesel,Automatic,First,Black/Silver,5,4,30.72,13,kmpl,2143,CC,204,bhp,10,Mercedes-Benz,E-Class
207,Maruti Alto,Pune,2012,69000,Petrol,Manual,First,Black/Silver,5,4,2.1,20.92,kmpl,998,CC,67.1,bhp,13,Maruti,Alto
208,Maruti Baleno,Kolkata,2016,20000,Petrol,Automatic,First,Others,5,4,5.74,21.4,kmpl,1197,CC,83.1,bhp,9,Maruti,Baleno
209,Hyundai i20,Hyderabad,2010,85155,Petrol,Manual,First,Others,5,4,3.55,17,kmpl,1197,CC,80,bhp,15,Hyundai,i20
210,Honda Amaze,Kochi,2016,51806,Diesel,Manual,First,Others,5,4,5.4,25.8,kmpl,1498,CC,98.6,bhp,9,Honda,Amaze
211,Hyundai Grand,Kochi,2018,5354,Petrol,Automatic,First,Others,5,4,6.76,18.9,kmpl,1197,CC,81.86,bhp,7,Hyundai,Grand
212,Skoda Superb,Pune,2014,136000,Petrol,Manual,First,White,5,4,9.5,13.1,kmpl,1798,CC,157.75,bhp,11,Skoda,Superb
213,Hyundai i20,Delhi,2014,67407,Diesel,Manual,First,Others,5,4,4.65,21.27,kmpl,1396,CC,88.76,bhp,11,Hyundai,i20
214,Mercedes-Benz GLC,Mumbai,2018,10003,Diesel,Automatic,First,White,5,4,48.5,17.9,kmpl,2143,CC,170,bhp,7,Mercedes-Benz,GLC
215,Mercedes-Benz E-Class,Bangalore,2011,34000,Petrol,Automatic,Second,Others,5,4,19,10.5,kmpl,1796,CC,157.7,bhp,14,Mercedes-Benz,E-Class
216,Hyundai i10,Mumbai,2015,75915,Petrol,Manual,First,Black/Silver,5,4,3.9,20.36,kmpl,1197,CC,78.9,bhp,10,Hyundai,i10
217,Tata Zest,Kochi,2017,48198,Petrol,Manual,First,Black/Silver,5,4,4.65,17.57,kmpl,1193,CC,88.7,bhp,8,Tata,Zest
218,Maruti Baleno,Chennai,2016,35129,Petrol,Automatic,First,White,5,4,7,21.4,kmpl,1197,CC,83.1,bhp,9,Maruti,Baleno
219,Honda Civic,Hyderabad,2008,69972,Petrol,Manual,First,Black/Silver,5,4,3.8,13.5,kmpl,1799,CC,130,bhp,17,Honda,Civic
220,Audi A6,Mumbai,2013,56500,Diesel,Automatic,First,White,5,4,19.8,17.68,kmpl,1968,CC,174.33,bhp,12,Audi,A6
221,Skoda Rapid,Coimbatore,2019,21214,Petrol,Manual,First,Others,5,4,9.66,15.41,kmpl,1598,CC,103.52,bhp,6,Skoda,Rapid
222,Toyota Fortuner,Jaipur,2016,73053,Diesel,Manual,First,White,7,5,20,13,kmpl,2982,CC,168.5,bhp,9,Toyota,Fortuner
223,Ford Ecosport,Mumbai,2017,27000,Petrol,Manual,First,White,5,4,8.3,15.8,kmpl,1499,CC,110,bhp,8,Ford,Ecosport
224,Hyundai i20,Pune,2010,50000,Petrol,Manual,Second,Black/Silver,5,4,3,17,kmpl,1197,CC,80,bhp,15,Hyundai,i20
225,BMW X3,Coimbatore,2017,51982,Diesel,Automatic,First,Others,5,4,45.77,16.55,kmpl,2993,CC,258,bhp,8,BMW,X3
226,Renault Scala,Pune,2016,52126,Diesel,Manual,First,Others,5,4,6,21.64,kmpl,1461,CC,84.8,bhp,9,Renault,Scala
227,Hyundai Verna,Bangalore,2014,95000,Diesel,Manual,Second,Others,5,4,6.9,22.32,kmpl,1582,CC,126.32,bhp,11,Hyundai,Verna
228,Hyundai Santa,Delhi,2014,110000,Diesel,Automatic,First,Others,7,5,12.9,13.01,kmpl,2199,CC,194.3,bhp,11,Hyundai,Santa
229,Mahindra XUV500,Kolkata,2014,55000,Diesel,Manual,First,Black/Silver,7,5,8.5,16,kmpl,2179,CC,140,bhp,11,Mahindra,XUV500
230,Honda Amaze,Kolkata,2014,84677,Diesel,Manual,First,Black/Silver,5,4,3,25.8,kmpl,1498,CC,98.6,bhp,11,Honda,Amaze
231,Land Rover Discovery,Delhi,2016,70000,Diesel,Automatic,First,White,5,4,35,12.97,kmpl,2179,CC,187.7,bhp,9,Land Rover,Discovery
232,Maruti Swift,Hyderabad,2013,68800,Diesel,Manual,First,White,5,4,5,17.8,kmpl,1248,CC,98.59,bhp,12,Maruti,Swift
233,Mercedes-Benz B,Kochi,2014,37245,Petrol,Automatic,First,White,5,4,11.96,14.8,kmpl,1595,CC,120.7,bhp,11,Mercedes-Benz,B
234,Ford EcoSport,Kochi,2017,78526,Diesel,Manual,First,Black/Silver,5,4,8.09,23,kmpl,1498,CC,98.96,bhp,8,Ford,EcoSport
235,Mahindra XUV500,Kochi,2014,63288,Diesel,Manual,First,White,7,5,7.77,15.1,kmpl,2179,CC,140,bhp,11,Mahindra,XUV500
236,Maruti Swift,Bangalore,2013,38623,Petrol,Manual,First,White,5,4,5,19.1,kmpl,1197,CC,85.8,bhp,12,Maruti,Swift
237,Hyundai Creta,Bangalore,2016,40000,Petrol,Manual,First,Others,5,4,11.5,15.29,kmpl,1591,CC,121.3,bhp,9,Hyundai,Creta
238,Honda City,Mumbai,2013,60669,Petrol,Manual,First,Others,5,4,4.95,16.8,kmpl,1497,CC,116.3,bhp,12,Honda,City
239,Volkswagen Vento,Pune,2011,66000,Petrol,Manual,Second,Black/Silver,5,4,4.25,15.04,kmpl,1598,CC,103.6,bhp,14,Volkswagen,Vento
240,Mahindra TUV,Coimbatore,2017,49404,Diesel,Manual,First,Others,7,5,7.36,18.49,kmpl,1493,CC,100,bhp,8,Mahindra,TUV
241,Hyundai i10,Hyderabad,2013,89000,Petrol,Automatic,First,White,5,4,4.19,19.2,kmpl,1197,CC,80,bhp,12,Hyundai,i10
242,Toyota Innova,Hyderabad,2010,109000,Diesel,Manual,Second,Others,7,4,8.26,12.99,kmpl,2494,CC,100.6,bhp,15,Toyota,Innova
243,Hyundai Verna,Kochi,2012,54308,Petrol,Manual,First,White,5,4,4.28,17.1,kmpl,1591,CC,121.3,bhp,13,Hyundai,Verna
244,Volkswagen Vento,Kochi,2015,57026,Petrol,Manual,First,White,5,4,5.54,15.04,kmpl,1598,CC,103.6,bhp,10,Volkswagen,Vento
245,Hyundai Verna,Bangalore,2011,60000,Petrol,Manual,First,Black/Silver,5,4,3.95,16.2,kmpl,1599,CC,103.2,bhp,14,Hyundai,Verna
246,Hyundai Creta,Coimbatore,2016,47392,Diesel,Manual,First,Black/Silver,5,4,13.82,20.5,kmpl,1582,CC,126.2,bhp,9,Hyundai,Creta
247,Toyota Fortuner,Ahmedabad,2017,15000,Diesel,Automatic,First,Others,7,5,30,12.9,kmpl,2755,CC,174.5,bhp,8,Toyota,Fortuner
248,Toyota Fortuner,Delhi,2015,92000,Diesel,Automatic,First,White,7,5,19.75,12.55,kmpl,2982,CC,168.5,bhp,10,Toyota,Fortuner
249,Maruti Grand,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,Black/Silver,5,4,5.5,9.7,kmpl,1995,CC,163.5,bhp,17,Maruti,Grand
250,Maruti SX4,Chennai,2011,80000,Diesel,Manual,Third,Black/Silver,5,4,3.5,21.5,kmpl,1248,CC,88.8,bhp,14,Maruti,SX4
251,Maruti Wagon,Mumbai,2010,12000,Petrol,Manual,First,Others,5,4,2.45,22.5,kmpl,998,CC,67.04,bhp,15,Maruti,Wagon
252,Audi Q7,Mumbai,2015,65938,Diesel,Automatic,Second,White,7,5,38,12.07,kmpl,2967,CC,241.4,bhp,10,Audi,Q7
253,Hyundai i20,Bangalore,2013,445000,Petrol,Manual,First,White,5,4,4.45,18.5,kmpl,1197,CC,82.9,bhp,12,Hyundai,i20
254,Hyundai Grand,Coimbatore,2015,69053,Petrol,Automatic,First,White,5,4,5.72,18.9,kmpl,1197,CC,82,bhp,10,Hyundai,Grand
255,Honda Amaze,Kochi,2016,40866,Petrol,Manual,First,White,5,4,5.47,19.5,kmpl,1199,CC,86.76,bhp,9,Honda,Amaze
256,Ford Endeavour,Chennai,2016,43000,Diesel,Automatic,First,Others,7,5,26.5,10.91,kmpl,3198,CC,197.2,bhp,9,Ford,Endeavour
257,Hyundai i20,Kochi,2019,12800,Petrol,Manual,First,Others,5,4,7.67,18.6,kmpl,1197,CC,81.83,bhp,6,Hyundai,i20
258,Tata Hexa,Coimbatore,2019,14233,Diesel,Automatic,First,White,7,5,17.85,17.6,kmpl,2179,CC,153.86,bhp,6,Tata,Hexa
259,Skoda Octavia,Mumbai,2015,23000,Diesel,Automatic,First,Black/Silver,5,4,15.75,19.3,kmpl,1968,CC,141,bhp,10,Skoda,Octavia
260,Toyota Fortuner,Delhi,2013,71000,Diesel,Manual,First,White,7,5,15.25,13,kmpl,2982,CC,168.5,bhp,12,Toyota,Fortuner
261,Maruti Wagon,Jaipur,2015,64876,Petrol,Manual,First,Black/Silver,5,4,3.5,21.5,kmpl,1197,CC,81.8,bhp,10,Maruti,Wagon
262,Renault KWID,Mumbai,2016,8554,Petrol,Manual,First,Black/Silver,5,4,3.2,25.17,kmpl,799,CC,53.3,bhp,9,Renault,KWID
263,Maruti Ciaz,Kochi,2016,51950,Petrol,Manual,First,Others,5,4,6.75,20.73,kmpl,1373,CC,91.1,bhp,9,Maruti,Ciaz
264,Hyundai Elite,Kochi,2017,13460,Petrol,Manual,First,White,5,4,8.91,18.6,kmpl,1197,CC,81.86,bhp,8,Hyundai,Elite
265,Honda City,Delhi,2010,80302,Petrol,Manual,First,Black/Silver,5,4,3.5,17,kmpl,1497,CC,118,bhp,15,Honda,City
266,Hyundai Accent,Bangalore,2008,80000,Petrol,Manual,Second,Black/Silver,5,4,1.9,13.2,kmpl,1495,CC,94,bhp,17,Hyundai,Accent
267,Chevrolet Beat,Bangalore,2015,66000,Diesel,Manual,First,White,5,4,2.35,25.44,kmpl,936,CC,56.3,bhp,10,Chevrolet,Beat
268,Hyundai i10,Ahmedabad,2008,60000,Petrol,Manual,First,Others,5,4,1.99,19.81,kmpl,1086,CC,68.05,bhp,17,Hyundai,i10
269,Maruti Ciaz,Kochi,2016,40810,Diesel,Manual,First,Others,5,4,7.9,28.09,kmpl,1248,CC,88.5,bhp,9,Maruti,Ciaz
270,Maruti Ciaz,Mumbai,2015,30000,Petrol,Manual,First,White,5,4,6.55,20.73,kmpl,1373,CC,91.1,bhp,10,Maruti,Ciaz
271,Volkswagen Polo,Coimbatore,2013,56526,Petrol,Manual,First,Black/Silver,5,4,5.84,15.26,kmpl,1598,CC,103.5,bhp,12,Volkswagen,Polo
272,Mercedes-Benz E-Class,Kolkata,2009,43600,Petrol,Automatic,First,White,5,4,10.24,10.93,kmpl,3498,CC,272,bhp,16,Mercedes-Benz,E-Class
273,Maruti Alto,Hyderabad,2013,90121,Petrol,Manual,First,Others,5,4,2.2,20.92,kmpl,998,CC,67.1,bhp,12,Maruti,Alto
274,Mahindra TUV,Kochi,2017,57259,Diesel,Manual,First,Black/Silver,7,5,8.87,18.49,kmpl,1493,CC,100,bhp,8,Mahindra,TUV
275,Mercedes-Benz GLE,Hyderabad,2017,29000,Diesel,Automatic,First,Others,5,4,57,17.9,kmpl,2143,CC,201.15,bhp,8,Mercedes-Benz,GLE
276,Hyundai i20,Pune,2016,21000,Petrol,Manual,First,White,5,4,6.3,18.6,kmpl,1197,CC,81.83,bhp,9,Hyundai,i20
277,Ford Figo,Coimbatore,2013,44731,Diesel,Manual,Second,Black/Silver,5,4,4.34,20,kmpl,1399,CC,68,bhp,12,Ford,Figo
278,Fiat Linea,Mumbai,2011,48000,Petrol,Manual,First,Others,5,4,3,16,kmpl,1368,CC,90,bhp,14,Fiat,Linea
279,Mercedes-Benz New,Jaipur,2009,116000,Diesel,Manual,Second,White,5,4,8.5,15.8,kmpl,2148,CC,170,bhp,16,Mercedes-Benz,New
280,Tata Hexa,Pune,2017,39800,Diesel,Manual,First,Others,7,5,14.25,17.6,kmpl,2179,CC,153.86,bhp,8,Tata,Hexa
281,Hyundai Verna,Chennai,2013,85350,Diesel,Manual,Second,Others,5,4,5.7,22.32,kmpl,1582,CC,126.32,bhp,12,Hyundai,Verna
282,Hyundai i10,Ahmedabad,2012,37229,Petrol,Automatic,First,White,5,4,3.41,16.95,kmpl,1197,CC,78.9,bhp,13,Hyundai,i10
283,Mahindra Scorpio,Bangalore,2005,60000,Diesel,Manual,First,White,8,5,4,10.5,kmpl,2179,CC,120,bhp,20,Mahindra,Scorpio
284,Hyundai Grand,Hyderabad,2016,75700,Diesel,Manual,First,Others,5,4,5.7,24,kmpl,1120,CC,70,bhp,9,Hyundai,Grand
285,Hyundai Elantra,Ahmedabad,2014,49000,Diesel,Automatic,First,Others,5,4,8.9,18.23,kmpl,1582,CC,126.2,bhp,11,Hyundai,Elantra
286,Maruti Omni,Jaipur,2011,35000,Petrol,Manual,Third,White,5,4,1.85,19.7,kmpl,796,CC,35,bhp,14,Maruti,Omni
287,Honda City,Bangalore,2011,60000,Petrol,Manual,First,White,5,4,4.95,17,kmpl,1497,CC,118,bhp,14,Honda,City
288,Audi Q5,Coimbatore,2018,29091,Diesel,Automatic,First,Black/Silver,5,4,45.52,13.22,kmpl,2967,CC,241.4,bhp,7,Audi,Q5
289,Audi A4,Bangalore,2014,29063,Diesel,Automatic,First,Others,5,4,25.75,17.11,kmpl,1968,CC,174.33,bhp,11,Audi,A4
290,Volkswagen Vento,Chennai,2014,70010,Diesel,Manual,First,Others,5,4,5.25,20.54,kmpl,1598,CC,103.6,bhp,11,Volkswagen,Vento
291,Maruti Alto,Jaipur,2019,3000,Petrol,Manual,First,White,5,4,3.5,24.7,kmpl,796,CC,47.3,bhp,6,Maruti,Alto
292,Toyota Corolla,Chennai,2008,86000,Petrol,Manual,Second,Others,5,4,3.5,14.53,kmpl,1798,CC,138.1,bhp,17,Toyota,Corolla
293,Maruti Swift,Delhi,2014,52000,Diesel,Manual,First,Others,5,4,5.25,23.4,kmpl,1248,CC,74,bhp,11,Maruti,Swift
294,Audi A4,Kochi,2014,55730,Diesel,Automatic,First,Others,5,4,15.21,16.55,kmpl,1968,CC,147.51,bhp,11,Audi,A4
295,Hyundai Grand,Kochi,2016,26038,Petrol,Manual,First,White,5,4,5.43,18.9,kmpl,1197,CC,82,bhp,9,Hyundai,Grand
296,Volkswagen Passat,Kolkata,2011,42500,Diesel,Automatic,First,Black/Silver,5,4,5.25,18.33,kmpl,1968,CC,167.7,bhp,14,Volkswagen,Passat
297,Maruti Ritz,Kolkata,2011,35888,Diesel,Manual,First,White,5,4,1.89,21.1,kmpl,1248,CC,73.9,bhp,14,Maruti,Ritz
298,Hyundai i10,Kochi,2013,46821,Petrol,Manual,First,Black/Silver,5,4,3.42,20.36,kmpl,1197,CC,78.9,bhp,12,Hyundai,i10
299,Porsche Panamera,Delhi,2013,48000,Diesel,Automatic,Second,Black/Silver,4,4,50.5,17.85,kmpl,2967,CC,300,bhp,12,Porsche,Panamera
300,Maruti Alto,Hyderabad,2012,67147,Petrol,Manual,First,Others,5,4,2.6,19.7,kmpl,796,CC,46.3,bhp,13,Maruti,Alto
301,Ford Endeavour,Delhi,2017,38000,Diesel,Automatic,First,White,7,5,30.48,10.91,kmpl,3198,CC,197,bhp,8,Ford,Endeavour
302,Maruti Vitara,Kochi,2019,34688,Diesel,Manual,First,Black/Silver,5,4,10.49,24.3,kmpl,1248,CC,88.5,bhp,6,Maruti,Vitara
303,Hyundai EON,Chennai,2014,37000,Petrol,Manual,First,Others,5,4,3.25,21.1,kmpl,814,CC,55.2,bhp,11,Hyundai,EON
304,Hyundai i10,Kochi,2013,56075,Petrol,Manual,First,White,5,4,3.12,19.81,kmpl,1086,CC,68.05,bhp,12,Hyundai,i10
305,Hyundai i20,Kolkata,2009,43000,Petrol,Manual,First,White,5,4,1.99,17,kmpl,1197,CC,80,bhp,16,Hyundai,i20
306,Honda BRV,Mumbai,2017,17000,Petrol,Automatic,First,Black/Silver,7,5,9.5,16,kmpl,1497,CC,117.3,bhp,8,Honda,BRV
307,Hyundai i10,Delhi,2015,34951,Petrol,Manual,Second,White,5,4,3.15,20.36,kmpl,1197,CC,78.9,bhp,10,Hyundai,i10
308,Maruti Swift,Delhi,2015,51000,Diesel,Manual,First,Black/Silver,5,4,4.74,22.9,kmpl,1248,CC,74,bhp,10,Maruti,Swift
309,Mini Cooper,Mumbai,2016,11000,Diesel,Automatic,First,Others,5,4,29.5,20.7,kmpl,1496,CC,113.98,bhp,9,Mini,Cooper
310,Maruti Alto,Kolkata,2008,42000,Petrol,Manual,First,Others,5,4,1.09,19.7,kmpl,796,CC,46.3,bhp,17,Maruti,Alto
311,Maruti Ciaz,Jaipur,2015,40500,Diesel,Manual,First,White,5,4,7.1,28.09,kmpl,1248,CC,88.5,bhp,10,Maruti,Ciaz
312,Tata Indica,Jaipur,2009,117000,Diesel,Manual,First,Black/Silver,5,4,1.1,18,kmpl,1248,CC,75,bhp,16,Tata,Indica
313,Volkswagen Vento,Pune,2013,65000,Petrol,Manual,Second,Black/Silver,5,4,4.5,15.04,kmpl,1598,CC,103.6,bhp,12,Volkswagen,Vento
314,Maruti Baleno,Coimbatore,2019,17705,Petrol,Manual,First,Others,5,4,8.7,21.4,kmpl,1197,CC,83.1,bhp,6,Maruti,Baleno
315,Hyundai i20,Delhi,2017,25500,Diesel,Manual,First,Black/Silver,5,4,7,22.54,kmpl,1396,CC,88.73,bhp,8,Hyundai,i20
316,Tata Indigo,Kolkata,2016,78000,Diesel,Manual,First,Others,5,4,2.3,25,kmpl,1396,CC,69.01,bhp,9,Tata,Indigo
317,Tata Zest,Kochi,2016,54199,Diesel,Manual,First,Others,5,4,5,23,kmpl,1248,CC,88.8,bhp,9,Tata,Zest
318,Ford EcoSport,Delhi,2017,39000,Diesel,Manual,First,Others,5,4,8.45,23,kmpl,1498,CC,98.96,bhp,8,Ford,EcoSport
319,Honda City,Kolkata,2009,31423,Petrol,Manual,First,Others,5,4,1.99,17,kmpl,1497,CC,118,bhp,16,Honda,City
320,Maruti Alto,Kolkata,2016,31000,Petrol,Manual,First,Black/Silver,5,4,2.15,24.7,kmpl,796,CC,47.3,bhp,9,Maruti,Alto
321,Maruti Swift,Chennai,2012,63000,Diesel,Manual,First,White,5,4,4.5,22.9,kmpl,1248,CC,74,bhp,13,Maruti,Swift
322,Hyundai Grand,Ahmedabad,2017,17125,Petrol,Manual,First,White,5,4,5.4,18.9,kmpl,1197,CC,82,bhp,8,Hyundai,Grand
323,Hyundai Santa,Coimbatore,2016,28881,Diesel,Automatic,First,White,7,5,21.37,13.01,kmpl,2199,CC,194.3,bhp,9,Hyundai,Santa
324,BMW 5,Mumbai,2012,61240,Diesel,Automatic,First,Others,5,4,17.5,22.48,kmpl,1995,CC,190,bhp,13,BMW,5
325,Renault Duster,Jaipur,2015,55000,Diesel,Manual,First,Black/Silver,5,4,6.5,19.87,kmpl,1461,CC,83.8,bhp,10,Renault,Duster
326,Maruti Ertiga,Delhi,2014,17585,Petrol,Manual,First,Others,7,5,6.35,16.02,kmpl,1373,CC,93.7,bhp,11,Maruti,Ertiga
327,Maruti Swift,Kolkata,2016,85450,Diesel,Manual,First,Others,5,4,4,26.59,kmpl,1248,CC,74,bhp,9,Maruti,Swift
328,Maruti A-Star,Hyderabad,2009,61964,Petrol,Manual,First,White,5,4,2.25,19,kmpl,998,CC,66.1,bhp,16,Maruti,A-Star
329,Volkswagen Vento,Mumbai,2014,45000,Petrol,Manual,First,Others,5,4,4.8,15.04,kmpl,1598,CC,103.6,bhp,11,Volkswagen,Vento
330,Mercedes-Benz New,Mumbai,2015,16329,Diesel,Automatic,First,White,5,4,30.3,19.27,kmpl,2143,CC,170,bhp,10,Mercedes-Benz,New
331,Maruti Swift,Coimbatore,2008,50121,Petrol,Manual,First,White,5,4,3.41,20.4,kmpl,1197,CC,83.11,bhp,17,Maruti,Swift
332,Toyota Etios,Chennai,2013,67620,Petrol,Manual,Second,White,5,4,4.2,17.6,kmpl,1496,CC,88.8,bhp,12,Toyota,Etios
333,Audi Q5,Chennai,2014,25000,Diesel,Automatic,First,White,5,4,44,12.19,kmpl,2967,CC,236,bhp,11,Audi,Q5
334,Skoda Superb,Delhi,2011,78000,Petrol,Automatic,Second,Black/Silver,5,4,4.5,13.7,kmpl,1798,CC,157.75,bhp,14,Skoda,Superb
335,Volkswagen Vento,Chennai,2011,37000,Petrol,Manual,First,Black/Silver,5,4,4.8,15.04,kmpl,1598,CC,103.6,bhp,14,Volkswagen,Vento
336,Maruti Wagon,Mumbai,2010,19119,Petrol,Manual,First,Others,5,4,2.7,18.9,kmpl,998,CC,67.1,bhp,15,Maruti,Wagon
337,Hyundai i20,Kochi,2017,51612,Petrol,Manual,First,Black/Silver,5,4,7.11,18.6,kmpl,1197,CC,81.83,bhp,8,Hyundai,i20
338,Toyota Innova,Chennai,2016,90000,Diesel,Manual,First,White,7,4,13.9,12.99,kmpl,2494,CC,100.6,bhp,9,Toyota,Innova
339,Honda City,Kolkata,2008,40000,Petrol,Manual,First,White,5,4,1.8,17.7,kmpl,1497,CC,78,bhp,17,Honda,City
340,Tata Nano,Pune,2011,65000,Petrol,Manual,Second,White,4,4,0.44,26,kmpl,624,CC,35,bhp,14,Tata,Nano
341,Maruti Ertiga,Chennai,2012,87000,Diesel,Manual,First,Others,7,5,6,20.77,kmpl,1248,CC,88.76,bhp,13,Maruti,Ertiga
342,Hyundai Santro,Mumbai,2005,102000,Petrol,Manual,Second,White,5,4,0.85,17,kmpl,1086,CC,98.59,bhp,20,Hyundai,Santro
343,Audi A4,Hyderabad,2014,53000,Diesel,Automatic,First,White,5,4,20.5,16.55,kmpl,1968,CC,140,bhp,11,Audi,A4
344,Audi A4,Coimbatore,2013,40670,Diesel,Manual,Second,White,5,4,17.74,15.2,kmpl,1968,CC,140.8,bhp,12,Audi,A4
345,Renault Duster,Ahmedabad,2014,55000,Diesel,Manual,First,White,5,4,4.75,20.45,kmpl,1461,CC,83.8,bhp,11,Renault,Duster
346,Audi A6,Kolkata,2013,31000,Diesel,Automatic,First,Black/Silver,5,4,18.95,17.68,kmpl,1968,CC,174.33,bhp,12,Audi,A6
347,Honda Jazz,Kolkata,2010,45000,Petrol,Manual,First,Black/Silver,5,4,1.99,16.7,kmpl,1198,CC,88.8,bhp,15,Honda,Jazz
348,Maruti Swift,Mumbai,2015,130000,Diesel,Manual,First,White,5,4,3.25,23.4,kmpl,1248,CC,74,bhp,10,Maruti,Swift
349,Ford Endeavour,Chennai,2011,100000,Diesel,Automatic,First,White,7,5,8.5,11.4,kmpl,2953,CC,153.86,bhp,14,Ford,Endeavour
350,Skoda Rapid,Kochi,2016,35058,Petrol,Manual,First,Black/Silver,5,4,6.54,15,kmpl,1598,CC,103.52,bhp,9,Skoda,Rapid
351,Maruti Alto,Coimbatore,2010,48105,Petrol,Manual,First,White,5,4,3.1,19.7,kmpl,796,CC,46.3,bhp,15,Maruti,Alto
